set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
OP08,OP08-098,Kalgara,leader,needsPrimitive,playFromHand,unrecognized,,"[DON!! x1] [When Attacking] Play up to 1 {Shandian Warrior} type Character card from your hand with a cost equal to or less than the number of DON!! cards on your field. If you do, add 1 card from the top of your Life cards to your hand."
OP08,OP08-100,South Bird,character,needsPrimitive,searchTopDeck+playFromHand,unrecognized,,"[On Play] Look at 7 cards from the top of your deck and play up to 1 [Upper Yard]. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-101,Charlotte Angel,character,expressible,trashFromHand+moveCards,,,"[Activate: Main] [Once Per Turn] You may trash 1 card from the top of your Life cards: If your Leader has the {Big Mom Pirates} type, add 1 card from the top of your deck to the top of your Life cards at the end of this turn."
OP08,OP08-102,Charlotte Opera,character,expressible,ko+trashFromHand+moveCards,,,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than your number of Life cards.
OP08,OP08-103,Charlotte Custard,character,expressible,addPower,,,[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: Up to 1 of your Characters gains +1000 power until the end of your opponent's next turn.
OP08,OP08-106,Nami,character,needsPrimitive,trashFromHand+ko+draw,unrecognized,,"[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. Then, if you have 3 or less cards in your hand, draw 1 card. [Trigger] Activate this card's [On Play] effect."
OP08,OP08-109,Mont Blanc Noland,character,expressible,moveCards,,,"[On Play] If your Leader has the {Shandian Warrior} type and you have a [Kalgara] Character, add up to 1 card from the top of your deck to the top of your Life cards."
OP08,OP08-112,S-Snake,character,needsPrimitive,,unrecognized,attack-restriction,[On Play] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next turn. [Trigger] Activate this card's [On Play] effect.
OP08,OP08-117,Burn Blade,event,expressible,ko+trashFromHand+moveCards,,,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 7 or less. [Trigger] You may add 1 card from the top of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.
OP08,OP08-118,Silvers Rayleigh,character,expressible,addPower+ko,,,"[On Play] Select up to 2 of your opponent's Characters, and give 1 Character −3000 power and the other −2000 power until the end of your opponent's next turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less."
OP08,OP08-119,Kaido & Linlin,character,expressible,ko+trashFromHand+moveCards,,,"[When Attacking] DON!! −10: K.O. all Characters other than this Character. Then, add up to 1 card from the top of your deck to the top of your Life cards and trash up to 1 card from the top of your opponent's Life cards."
OP09,OP09-001,Shanks,leader,defer,addPower,unrecognized,custom-trigger,[Once Per Turn] This effect can be activated when your opponent attacks. Give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.
OP09,OP09-005,Silvers Rayleigh,character,expressible,addKeyword+draw+trashFromHand,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your opponent has 2 or more Characters with a base power of 5000 or more, draw 2 cards and trash 1 card from your hand."
OP09,OP09-008,Building Snake,character,expressible,addPower,,,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.
OP09,OP09-009,Benn.Beckman,character,expressible,trashFromHand,,,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.
OP09,OP09-012,Monster,character,defer,trashFromHand,,replacement-effect,"If your Character [Bonk Punch] would be K.O.'d by an effect, you may trash this Character instead."
OP09,OP09-013,Yasopp,character,expressible,addPower,,,[On Play] Up to 1 of your Leader gains +1000 power until the end of your opponent's next turn.[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.
OP09,OP09-014,Limejuice,character,needsPrimitive,,unrecognized,,[On Play] Your opponent cannot activate up to 1 [Blocker] Character that has 4000 power or less during this turn.
OP09,OP09-017,Wire,character,expressible,addKeyword,,,"[DON!! x1] If your Leader has 7000 power or more and the {Kid Pirates} type, this Character gains [Rush]."
OP09,OP09-022,Lim,leader,needsPrimitive,rest+addDonFromDeck+playFromHand,unrecognized,,"Your Character cards are played rested.[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and rest it, and play up to 1 {ODYSSEY} type Character card with a cost of 5 or less from your hand."
OP09,OP09-033,Nico Robin,character,needsPrimitive,,unrecognized,,"[On Play] If you have 2 or more rested Characters, none of your {ODYSSEY} or {Straw Hat Crew} type Characters can be K.O.'d by effects until the end of your opponent's next turn."
OP09,OP09-036,Monkey.D.Luffy,character,needsPrimitive,rest,,mixed-don-or-char-target,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 6 or less."
OP09,OP09-052,Marco,character,defer,trashFromHand,,custom-trigger,"[Opponent's Turn] You may trash 1 card from your hand: When this Character is K.O.'d by your opponent's effect, play this Character card from your trash rested."
OP09,OP09-058,Special Muggy Ball,event,expressible,moveCards,,,[Main] Your opponent chooses 1 of their Character with a cost of 6 or less and return to the owner's hand. [Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.
OP09,OP09-061,Monkey.D.Luffy,leader,expressible,addCost+rest+addDonFromDeck,,,"[DON!! x1] All of your Characters gain +1 cost.[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it."
OP09,OP09-064,Killer,character,needsPrimitive,,unrecognized,,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Set up to 1 of your {Kid Pirates} type Leader as active.
OP09,OP09-068,Tony Tony.Chopper,character,needsPrimitive,addKeyword,unrecognized,,"[End of Your Turn] You may return 1 or more DON!! cards from your field to your DON!! deck: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next turn."
OP09,OP09-074,Bepo,character,expressible,addPower,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, up to 1 of your Leader or Character cards gains +1000 power during this turn."
OP09,OP09-076,Roronoa Zoro,character,expressible,addDonFromDeck,,,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Add up to 1 DON!! card from your DON!! deck and set it as active.
OP09,OP09-080,Thousand Sunny,stage,defer,rest+addDonFromDeck,,custom-trigger,"[Opponent's Turn] You may rest this Stage: When your {Straw Hat Crew} type Character is removed from the field by your opponent's effect, add up to 1 DON!! card from your DON!! deck and rest it."
OP09,OP09-081,Marshall.D.Teach,leader,needsPrimitive,trashFromHand,unrecognized,,Your [On Play] effects are negated.[Activate: Main] You may trash 1 card from your hand: Your opponent's [On Play] effects are negated until the end of your opponent's next turn.
OP09,OP09-084,Catarina Devon,character,expressible,addKeyword,,,"[Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type, this Character gains [Double Attack], [Banish] or [Blocker] until the end of your opponent's next turn."
OP09,OP09-089,Stronger,character,needsPrimitive,draw+trashFromHand,unrecognized,,"[Activate: Main] You may trash 1 card from your hand and trash this Character: If your Leader has the {Blackbeard Pirates} type, draw 1 card. Then, give up to 1 of your opponent's Characters –2 cost during this turn."
OP09,OP09-092,Marshall.D.Teach,character,expressible,draw+rest+trashFromHand,,,"[Activate: Main] You may rest this Character: If the number of cards in your hand is at least 3 less than the number in your opponent's hand, draw 2 cards and trash 1 card from your hand."
OP09,OP09-093,Marshall.D.Teach,character,needsPrimitive,addKeyword,unrecognized,attack-restriction,"[Blocker][Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn."
OP09,OP09-097,Black Vortex,event,needsPrimitive,addPower,unrecognized,,[Counter] Negate the effect of up to 1 of your opponent's Leader or Character cards and give that card −4000 power during this turn. [Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn.
OP09,OP09-098,Black Hole,event,needsPrimitive,,unrecognized,,"[Main] If your Leader has the {Blackbeard Pirates} type, negate the effect of up to 1 of your opponent's Characters during this turn. Then, if that Character has a cost of 4 or less, K.O. it. [Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn."
OP09,OP09-100,Karasu,character,needsPrimitive,addKeyword+playFromHand,,combined-total-gate,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] If your Leader has the {Revolutionary Army} type and you and your opponent have a total of 5 or less Life cards, play this card."
OP09,OP09-101,Kuzan,character,needsPrimitive,,unrecognized,,[On Play] Place 1 of your opponent's Characters with a cost of 3 or less at the top or bottom of your opponent's Life cards face-up: Your opponent trashes 1 card from their hand.
OP09,OP09-108,Bartholomew Kuma,character,needsPrimitive,playFromHand,,combined-total-gate,"[Trigger] If your Leader has the {Revolutionary Army} type and you and your opponent have a total of 5 or less Life cards, play this card."
OP09,OP09-114,Lindbergh,character,needsPrimitive,ko+playFromHand,,combined-total-gate,"[On Play] If you and your opponent have a total of 5 or less Life cards, K.O. up to 1 of your opponent's Characters with 2000 power or less. [Trigger] If you and your opponent have a total of 5 or less Life cards, play this card."
OP09,OP09-115,Ice Block Partisan,event,needsPrimitive,ko+draw,unrecognized,,[Main] K.O. up to 1 of your opponent's Characters with a cost of 3 or less and a [Trigger]. [Trigger] Draw 1 card.
OP09,OP09-117,Dereshi!,event,needsPrimitive,searchTopDeck+draw,unrecognized,,"[Main] Look at 5 cards from the top of your deck; reveal up to 2 cards with a [Trigger] other than [Dereshi!] and add them to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card."
OP09,OP09-118,Gol.D.Roger,character,needsPrimitive,addKeyword,unrecognized,,"[Rush] (This card can attack on the turn in which it is played.)When your opponent activates [Blocker], if either you or your opponent has 0 Life cards, you win the game."
OP10,OP10-001,Smoker,leader,needsPrimitive,addPower,unrecognized,,"[Opponent's Turn] All of your {Navy} or {Punk Hazard} type Characters gain +1000 power.[Activate: Main] [Once Per Turn] If you have a Character with 7000 power or more, set up to 2 of your DON!! cards as active."
OP10,OP10-002,Caesar Clown,leader,expressible,ko+moveCards,,,[DON!! x2] [When Attacking] You may return 1 of your {Punk Hazard} type Characters with a cost of 2 or more to the owner's hand: K.O. up to 1 of your opponent's Characters with 4000 power or less.
OP10,OP10-003,Sugar,leader,expressible,addDonFromDeck,,,"[End of Your Turn] If you have a {Donquixote Pirates} type Character with 6000 power or more, set up to 1 of your DON!! cards as active.[Opponent's Turn] [Once Per Turn] When you activate an Event, add up to 1 DON!! card from your DON!! deck and set it as active."
OP10,OP10-010,Chadros.Higelyges (Brownbeard),character,expressible,addPower,,,"[When Attacking] If you have 1 or less Characters with 6000 power or more, this Character gains +1000 power during this turn."
OP10,OP10-022,Trafalgar Law,leader,needsPrimitive,moveCards,unrecognized,combined-total-gate,"[DON!! x1] [Activate: Main] [Once Per Turn] If the total cost of your Characters is 5 or more, you may return 1 of your Characters to the owner's hand: Reveal 1 card from the top of your Life cards. If that card is a {Supernovas} type Character card with a cost of 5 or less, you may play that card."
OP10,OP10-026,Kin'emon,character,expressible,trashFromHand+playFromHand,,,[Activate: Main] You may place this Character and 1 [Kin'emon] with 0 power from your trash at the bottom of your deck in any order: Play up to 1 [Kin'emon] with a cost of 6 from your hand.
OP10,OP10-027,Kin'emon,character,expressible,trashFromHand+playFromHand,,,[Activate: Main] You may place this Character and 1 [Kin'emon] with 1000 power from your trash at the bottom of your deck in any order: Play up to 1 [Kin'emon] with a cost of 6 from your hand.
OP10,OP10-032,Tashigi,character,defer,rest,,replacement-effect,"If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead."
OP10,OP10-033,Nami,character,needsPrimitive,,unrecognized,,"[On Play] If you have 2 or more rested {ODYSSEY} type Characters, up to 1 of your opponent's rested DON!! cards will not become active in your opponent's next Refresh Phase."
OP10,OP10-034,Franky,character,defer,,unrecognized,replacement-effect,"[Once Per Turn] If this Character would be K.O.'d in battle, you may add 1 card from the top of your Life cards to your hand instead."
OP10,OP10-036,Perona,character,needsPrimitive,,unrecognized,,"[Your Turn] [Once Per Turn] If a Character is rested by your effect, set up to 1 of your DON!! cards as active."
OP10,OP10-042,Usopp,leader,defer,addCost+draw,,custom-trigger,"All of your {Dressrosa} type Characters with a cost of 2 or more gain +1 cost.[Opponent's Turn] [Once Per Turn] This effect can be activated when your {Dressrosa} type Character is removed from the field by your opponent's effect or K.O.'d. If you have 5 or less cards in your hand, draw 1 card."
OP10,OP10-047,Koala,character,expressible,addPower+moveCards,,,[When Attacking] You may return 1 of your {Revolutionary Army} type Characters with a cost of 3 or more to the owner's hand: This Character gains +3000 power during this turn.
OP10,OP10-049,Sabo,character,defer,moveCards,,replacement-effect,"If your Character with a base cost of 7 or less other than [Sabo] would be removed from the field by your opponent's effect, you may return this Character to the owner's hand instead."
OP10,OP10-056,Mansherry,character,expressible,rest+moveCards,,,"[On Play] You may rest 1 of your {Dressrosa} type Leader or Stage cards, and return 1 of your {Dressrosa} type Characters with a cost of 4 or more to the owner's hand: Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand."
OP10,OP10-057,Leo,character,needsPrimitive,rest+searchTopDeck+trashFromHand,unrecognized,,"[On Play] You may rest your Leader or 1 of your Stage cards: If your Leader is [Usopp], look at 5 cards from the top of your deck; reveal up to 2 {Dressrosa} type cards other than [Leo] and add them to your hand. Then, place the rest at the bottom of your deck in any order, and trash 1 card from your hand."
OP10,OP10-058,Rebecca,character,needsPrimitive,draw+playFromHand,unrecognized,,"[On Play] If there is a Character with a cost of 8 or more, draw 1 card. Then, reveal up to 2 {Dressrosa} type Character cards with a cost of 7 or less other than [Rebecca] from your hand. Play 1 of the revealed cards and play the other card rested if it has a cost of 4 or less."
OP10,OP10-070,Trebol,character,needsPrimitive,addKeyword,unrecognized,negate-effect,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] All of your Characters with 1000 base power or less cannot be K.O.'d by your opponent's effects until the end of your opponent's next turn."
OP10,OP10-074,Pica,character,defer,rest,,replacement-effect,"[Once Per Turn] If this Character would be K.O.'d by your opponent's effect, you may rest 2 of your active DON!! cards instead."
OP10,OP10-077,Bellamy,character,expressible,addKeyword+rest+addDonFromDeck,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] You may rest 2 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and set it as active."
OP10,OP10-083,Kouzuki Momonosuke,character,expressible,addCost+rest,,,[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: Give up to 1 of your opponent's Characters -2 cost during this turn.
OP10,OP10-087,Tony Tony.Chopper,character,expressible,rest+trashFromHand,,,"[Activate: Main] You may rest this Character and 1 of your {Dressrosa} type Leader or Stage cards: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand. Then, trash 2 cards from the top of your deck."
OP10,OP10-098,Liberation,event,needsPrimitive,ko,unrecognized,,"[Main] If the number of your Characters is at least 2 less than the number of your opponent's Characters, K.O. up to 1 of your opponent's Characters with a base cost of 6 or less and up to 1 of your opponent's Characters with a base cost of 4 or less. [Trigger] Negate the effect of up to 1 of each of your opponent's Leader and Character cards during this turn."
OP10,OP10-099,"Eustass""Captain""Kid",leader,needsPrimitive,addKeyword,unrecognized,,[End of Your Turn] You may turn 1 card from the top of your Life cards face-up: Set up to 1 of your {Supernovas} type Characters with a cost of 3 to 8 as active. That Character gains [Blocker] until the end of your opponent's next turn.
OP10,OP10-100,Inazuma,character,needsPrimitive,rest+playFromHand,,combined-total-gate,"[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. [Trigger] If your Leader has the {Revolutionary Army} type and you and your opponent have a total of 5 or less Life cards, play this card."
OP10,OP10-103,"Capone""Gang""Bege",character,expressible,moveCards,,,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 {Supernovas} type Character card from your hand to the top of your Life cards face-up.
OP10,OP10-107,Jewelry Bonney,character,expressible,addKeyword+moveCards,,,[Blocker][On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 {Supernovas} type Character card with a cost of 5 from your hand to the top of your Life cards face-up.
OP10,OP10-108,Scratchmen Apoo,character,expressible,addKeyword,,,"If you have a yellow {Supernovas} type Character other than [Scratchmen Apoo], this Character gains [Blocker]."
OP10,OP10-110,Heat & Wire,character,expressible,rest+playFromHand,,,"[On Play] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards. [Trigger] If you have 2 or less Life cards, play this card."
OP10,OP10-114,X.Drake,character,expressible,rest,,,"[Activate: Main] You may rest this Character: If the number of your Life cards is equal to or less than the number of your opponent's Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP10,OP10-115,Let's Meet Again in the New World,event,expressible,addPower+draw+ko,,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 0 Life cards, draw 1 card. [Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards."
OP10,OP10-118,Monkey.D.Luffy,character,needsPrimitive,trashFromHand,unrecognized,negate-effect,"Once per turn, this Character cannot be K.O.'d by your opponent's effects.[When Attacking] You may place 3 cards from your trash at the bottom of your deck in any order: If your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand."
OP11,OP11-001,Koby,leader,defer,trashFromHand,,replacement-effect+attack-restriction,"Your {SWORD} type Characters can attack Characters on the turn in which they are played.[Once Per Turn] If your {Navy} type Character with 7000 base power or less would be removed from the field by your opponent's effect, you may place 3 cards from your trash at the bottom of your deck in any order instead."
OP11,OP11-005,Smoker,character,needsPrimitive,addKeyword,unrecognized,negate-effect,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] This Character cannot be K.O.'d by effects of Characters without the <Special> attribute."
OP11,OP11-006,Zephyr,character,expressible,addPower,,,[DON!! x1] [When Attacking] Give up to 1 of your opponent's <Special> attribute Characters −5000 power during this turn.
OP11,OP11-012,Franky,character,defer,addPower,,custom-trigger,"[Your Turn] [Once Per Turn] When your opponent activates an Event, all of your Characters gain +2000 power during this turn."
OP11,OP11-013,Prince Grus,character,needsPrimitive,,unrecognized,negate-effect,[When Attacking] All of your opponent's Characters with 2000 power or less cannot activate [Blocker] during this turn.
OP11,OP11-019,Glorp Web!!,event,expressible,addPower,,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has a Character with 6000 power or more, up to 1 of your Leader or Character cards gains +1000 power during this turn. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn."
OP11,OP11-024,Aladine,character,defer,rest+trashFromHand+playFromHand,,custom-trigger,"When this Character is K.O.'d by your opponent's effect, you may trash 1 card from your hand and rest 1 of your DON!! cards. If you do, play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 6 or less from your hand."
OP11,OP11-027,Bulge-Eyed Neptunian,character,needsPrimitive,,unrecognized,attack-restriction,"If your Leader is [Shirahoshi], this Character can attack Characters on the turn in which it is played."
OP11,OP11-034,Hatchan,character,expressible,rest,,,"[Activate: Main] You may rest this Character: If your Leader has the {Fish-Man} or {Merfolk} type, up to 1 of your opponent's Characters with a cost of 3 or less cannot be rested until the end of your opponent's next turn."
OP11,OP11-040,Monkey.D.Luffy,leader,defer,searchTopDeck,unrecognized,custom-trigger,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order."
OP11,OP11-041,Nami,leader,defer,draw+addPower+trashFromHand,unrecognized,custom-trigger,"[Your Turn] [Once Per Turn] This effect can be activated when a card is removed from your or your opponent's Life cards. If you have 7 or less cards in your hand, draw 1 card.[DON!! x1] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: This Leader gains +2000 power during this turn."
OP11,OP11-043,Vinsmoke Ichiji,character,defer,addKeyword+addPower+trashFromHand,unrecognized,custom-trigger,"[Blocker][On Your Opponent's Attack] [Once Per Turn] This effect can be activated when you only have Characters with a type including ""GERMA"". Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, trash 2 cards from the top of your deck."
OP11,OP11-046,Vinsmoke Yonji,character,needsPrimitive,addKeyword,unrecognized,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)If you only have Characters with a type including ""GERMA"", this Character cannot be K.O.'d or rested by your opponent's effects."
OP11,OP11-050,Gotti,character,expressible,trashFromHand+moveCards,,,[When Attacking] You may trash 1 {Firetank Pirates} type card from your hand: Return up to 1 Character with a cost of 1 or less to the owner's hand or place it at the bottom of their deck.
OP11,OP11-051,Sanji,character,defer,searchTopDeck+playFromHand+moveCards,unrecognized,custom-trigger,"When this Character is K.O.'d by your opponent's effect, look at 5 cards from the top of your deck and play up to 1 {Straw Hat Crew} type Character card with a cost of 5 or less. Then, place the rest at the bottom of your deck in any order.[On Play] Return up to 1 Character with 5000 base power or less to the owner's hand."
OP11,OP11-058,Monkey.D.Luffy,character,needsPrimitive,,unrecognized,attack-restriction,"If you have 5 or more cards in your hand, this Character cannot attack.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP11,OP11-059,Gum-Gum King Cobra,event,expressible,addPower+moveCards,,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 4 or less cards in your hand, that card gains an additional +2000 power during this battle. [Trigger] Return up to 1 Character with a cost of 2 or less to the owner's hand."
OP11,OP11-062,Charlotte Katakuri,leader,needsPrimitive,addPower,unrecognized,opp-deck-manip,"[When Attacking]/[On Your Opponent's Attack] [Once Per Turn] DON!! −1: Look at 1 card from the top of your opponent's deck. Then, this Leader gains +1000 power during this battle."
OP11,OP11-065,Charlotte Anana,character,expressible,addKeyword,,,"If you have a purple {Big Mom Pirates} type Character other than [Charlotte Anana], this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP11,OP11-066,Charlotte Oven,character,needsPrimitive,rest+ko+addDonFromDeck,,opp-deck-manip,"[Activate: Main] You may rest this Character: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, K.O. up to 1 of your opponent's Characters with a base cost of 3 or less. Then, add up to 1 DON!! card from your DON!! deck and rest it."
OP11,OP11-071,Charlotte Perospero,character,needsPrimitive,trashFromHand+draw+addDonFromDeck,,opp-deck-manip,"[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, draw 1 card and add up to 1 DON!! card from your DON!! deck and set it as active."
OP11,OP11-072,Charlotte Mont-d'or,character,needsPrimitive,rest+trashFromHand,unrecognized,,"[Activate: Main] [Once Per Turn] DON!! −1, You may rest this Character: Your opponent places 2 cards from their trash at the bottom of their deck in any order. Then, add 1 card from the top of your Life cards to your hand."
OP11,OP11-073,Charlotte Linlin,character,needsPrimitive,addKeyword+addPower,unrecognized,opp-deck-manip,"If your Leader has the {Big Mom Pirates} type, this Character gains [Rush].[On Your Opponent's Attack] [Once Per Turn] DON!! −5: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader gains +2000 power during this turn."
OP11,OP11-074,Streusen,character,needsPrimitive,rest,,opp-deck-manip,"[Activate: Main] [Once Per Turn] DON!! −1, You may rest this Character: Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP11,OP11-077,Randolph,character,expressible,addCost,,,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, up to 1 of your {Big Mom Pirates} type Characters gains +2 cost until the end of your opponent's next turn."
OP11,OP11-079,When Two Men Are Fighting the Last Thing I Need Is Some Half-Hearted Assistance!!!!,event,needsPrimitive,addPower+draw,unrecognized,opp-deck-manip,"[Counter] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, up to 1 of your Leader or Character cards gains +5000 power during this battle. [Trigger] Draw 1 card."
OP11,OP11-081,Cognac Mama-Mash,event,needsPrimitive,ko+addDonFromDeck,unrecognized,opp-deck-manip,"[Main] Choose a cost and reveal 1 card from the top of your opponent's deck. If the revealed card has the chosen cost, K.O. up to 1 of your opponent's Characters with a base cost of 8 or less. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
OP11,OP11-088,Shu,character,defer,addKeyword+addPower,unrecognized,custom-trigger,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] This effect can be activated when your opponent's Character attacks. If that Character has the <Slash> attribute, this Character gains +5000 power during this battle."
OP11,OP11-091,Berry Good,character,expressible,trashFromHand,,,[On Play] Your opponent places 3 Events from their trash at the bottom of their deck in any order.
OP11,OP11-092,Helmeppo,character,needsPrimitive,draw+trashFromHand+playFromHand,unrecognized,,"[On Play] You may trash 1 card from your hand: Draw 1 card and play up to 1 {SWORD} type Character card with a cost of 8 or less other than [Helmeppo] from your trash. Then, place the 1 Character played by this effect at the bottom of the owner's deck at the end of this turn."
OP11,OP11-095,Monkey.D.Garp,character,expressible,trashFromHand+giveDon+ko,,,"[On Play] You may place 3 {Navy} type cards from your trash at the bottom of your deck in any order: Give up to 1 rested DON!! card to 1 of your Leader. Then, if there is a Character with a cost of 9 or more, K.O. up to 1 of your opponent's Characters with a cost of 7 or less."
OP11,OP11-096,Ripper,character,expressible,addKeyword,,,"If you have a black {Navy} type Character other than [Ripper], this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP11,OP11-101,"Capone""Gang""Bege",character,defer,addKeyword,unrecognized,replacement-effect,"[Blocker][Once Per Turn] If your {Supernovas} type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead."
OP11,OP11-102,Camie,character,defer,trashFromHand+moveCards,unrecognized,custom-trigger,"[Your Turn] [Once Per Turn] This effect can be activated when your opponent activates an Event or [Trigger]. If your opponent has 2 or more Life cards, trash 1 card from the top of each of your and your opponent's Life cards."
OP11,OP11-107,Topknot Neptunian,character,needsPrimitive,addKeyword,unrecognized,,"[Blocker][Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Set this Character as active at the end of this turn."
OP11,OP11-117,Fish-Man Island,stage,expressible,addPower,,,"[Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-up: Up to 1 of your {Neptunian}, {Fish-Man}, or {Merfolk} type Characters gains +1000 power during this turn."
OP12,OP12-001,Silvers Rayleigh,leader,needsPrimitive,addPower,unrecognized,,"Under the rules of this game, you cannot include cards with a cost of 5 or more in your deck.[Activate: Main] [Once Per Turn] You may reveal 2 Events from your hand: Up to 1 of your Characters with 4000 base power or less gains +2000 power during this turn."
OP12,OP12-009,Jinbe,character,expressible,addKeyword+addPower,,,"[On Play] You may reveal 2 Events from your hand: This Character gains [Rush] during this turn. Then, this Character gains +1000 power until the end of your opponent's next End Phase."
OP12,OP12-012,Buggy,character,expressible,addKeyword,,,"[On Play] Up to 1 of your Characters with a type including ""Roger Pirates"" other than [Buggy] gains [Blocker] until the end of your opponent's next End Phase."
