set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
OP07,OP07-113,Roronoa Zoro,character,unimplemented,0,1,,yes,"[Trigger] If your Leader has the {Egghead} type, rest up to 1 of your opponent's Leader or Character cards."
OP07,OP07-114,He Possesses the World's Most Brilliant Mind,event,complete,2,2,activateMain|trigger,yes,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Egghead} type card other than [He Possesses the World's Most Brilliant Mind] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card."
OP07,OP07-115,I Re-Quasar Helllp!!,event,partial,1,2,counter,yes,"[Counter] If you have 2 or less Life cards, up to 1 of your Leader or Character cards gains +3000 power during this battle. [Trigger] Play up to 1 of your {Egghead} type Character cards with a cost of 5 or less from your trash."
OP07,OP07-116,Blaze Slice,event,partial,1,3,trigger,yes,"[Main]/[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn. Then, if your opponent has 2 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP07,OP07-117,Egghead,stage,unimplemented,0,2,,yes,"[End of Your Turn] If you have 3 or less Life cards, set up to 1 {Egghead} type Character with a cost of 5 or less as active. [Trigger] Play this card."
OP07,OP07-118,Sabo,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less and up to 1 of your opponent's Characters with a cost of 3 or less.
OP07,OP07-119,Portgas.D.Ace,character,unimplemented,0,1,,yes,"[On Play] Add up to 1 card from the top of your deck to the top of your Life cards. Then, if you have 2 or less Life cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP08,OP08-001,Tony Tony.Chopper,leader,unimplemented,0,1,,yes,[Activate: Main] [Once Per Turn] Give up to 3 of your {Animal} or {Drum Kingdom} type Characters up to 1 rested DON!! card each.
OP08,OP08-002,Marco,leader,complete,1,1,activateMain,,"[DON!! x1] [Activate: Main] [Once Per Turn] Draw 1 card and place 1 card from your hand at the top or bottom of your deck. Then, give up to 1 of your opponent's Characters −2000 power during this turn."
OP08,OP08-003,Twenty Doctors,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP08,OP08-004,Kuromarimo,character,unimplemented,0,1,,yes,"[On Play] If you have [Chess], K.O. up to 1 of your opponent's Characters with 3000 power or less."
OP08,OP08-005,Chess,character,unimplemented,0,1,,yes,"[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn. Then, if you don't have [Kuromarimo], play up to 1 [Kuromarimo] from your hand."
OP08,OP08-006,Chessmarimo,character,unimplemented,0,1,,yes,"[Your Turn] If you have [Kuromarimo] and [Chess] in your trash, this Character gains +2000 power."
OP08,OP08-007,Tony Tony.Chopper,character,unimplemented,0,2,,yes,"[Your Turn] [On Play]/[When Attacking] Look at 5 cards from the top of your deck and play up to 1 {Animal} type Character card with 4000 power or less rested. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-008,Dalton,character,complete,1,1,onPlay,,[On Play] Give up to 1 of your opponent's Characters −1000 power during this turn.[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)
OP08,OP08-009,Maria Onion Bear,character,unimplemented,0,1,,yes,Drum Kingdom
OP08,OP08-010,Hiking Bear,character,unimplemented,0,1,,,[DON!! x1] [Activate: Main] [Once Per Turn] Up to 1 of your {Animal} type Characters other than this Character gains +1000 power during this turn.
OP08,OP08-011,Musshuru,character,unimplemented,0,1,,yes,FILM/Drum Kingdom
OP08,OP08-012,Lapins,character,complete,1,1,whenAttacking,yes,"[DON!! x2] [When Attacking] If your Leader has the {Drum Kingdom} type, K.O. up to 1 of your opponent's Characters with 4000 power or less."
OP08,OP08-013,Robson,character,keyword,0,0,,,[DON!! x2] This Character gains [Rush].(This card can attack on the turn in which it is played.)
OP08,OP08-014,Wapol,character,complete,1,1,whenAttacking,,"[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn. Then, this Character gains +2000 power until the end of your opponent's next turn."
OP08,OP08-015,Dr.Kureha,character,complete,1,1,onPlay,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Tony Tony.Chopper] or {Drum Kingdom} type card other than [Dr.Kureha] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-016,Dr.Hiriluk,character,unimplemented,0,1,,yes,"[Activate: Main] You may rest this Character: If your Leader is [Tony Tony.Chopper], all of your [Tony Tony.Chopper] Characters gain +2000 power during this turn."
OP08,OP08-017,I'd Never Shoot You!!!!,event,complete,2,2,counter|trigger,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn."
OP08,OP08-018,Cloven Rose,event,partial,1,2,activateMain,,"[Main] Up to 3 of your Characters gain +1000 power during this turn. Then, give up to 1 of your opponent's Characters −2000 power during this turn. [Trigger] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn."
OP08,OP08-019,Munch-Munch Mutation,event,partial,2,3,counter|trigger,yes,"[Main]/[Counter] Give up to 1 of your opponent's Characters −3000 power during this turn. Then, up to 1 of your Characters gains +3000 power during this turn. [Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less."
OP08,OP08-021,Carrot,leader,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] If you have a {Minks} type Character, rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP08,OP08-022,Inuarashi,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Minks} type, up to 2 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase."
OP08,OP08-023,Carrot,character,unimplemented,0,2,,yes,[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.
OP08,OP08-024,Concelot,character,unimplemented,0,1,,yes,[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.
OP08,OP08-025,Shishilian,character,unimplemented,0,1,,yes,[On Play] Up to 1 of your opponent's rested Characters with a cost of 3 or less will not become active in your opponent's next Refresh Phase.
OP08,OP08-026,Giovanni,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] Up to 1 of your opponent's rested Characters with a cost of 1 or less will not become active in your opponent's next Refresh Phase.
OP08,OP08-027,Tristan,character,unimplemented,0,1,,yes,Minks
OP08,OP08-028,Nekomamushi,character,keyword,0,0,,yes,"[On Play] If your opponent has 7 or more rested cards, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP08,OP08-029,Pekoms,character,unimplemented,0,1,,yes,"If this Character is active, your {Minks} type Characters with a cost of 3 or less other than [Pekoms] cannot be K.O.'d by effects."
OP08,OP08-030,Pedro,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Choose one:• Rest up to 1 of your opponent's DON!! cards.• K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less."
OP08,OP08-031,Miyagi,character,unimplemented,0,1,,yes,[On Play] Set up to 1 of your {Minks} type Characters with a cost of 2 or less as active.
OP08,OP08-032,Milky,character,unimplemented,0,1,,yes,"[Activate: Main] You may rest this Character: If your Leader has the {Minks} type, set up to 1 of your DON!! cards as active."
OP08,OP08-033,Roddy,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Minks} type and your opponent has 7 or more rested cards, K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less."
OP08,OP08-034,Wanda,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Minks} type card other than [Wanda] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-035,BB,character,unimplemented,0,1,,yes,Minks
OP08,OP08-036,Electrical Luna,event,partial,1,2,trigger,yes,[Main] All of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase. [Trigger] Rest up to 1 of your opponent's Characters.
OP08,OP08-037,Garchu,event,complete,2,2,activateMain|trigger,yes,[Main] You may rest 1 of your {Minks} type Characters: Rest up to 1 of your opponent's Characters. [Trigger] Draw 1 card.
OP08,OP08-038,We Would Never Sell a Comrade to an Enemy!!!,event,partial,1,2,trigger,yes,[Main] You may rest 2 of your Characters: None of your Characters can be K.O.'d by your opponent's effects until the end of your opponent's next turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 3 or less.
OP08,OP08-039,Zou,stage,unimplemented,0,2,,yes,"[Activate: Main] You may rest this Stage: If your Leader has the {Minks} type, set up to 1 of your DON!! cards as active.[End of Your Turn] Set up to 1 of your {Minks} type Characters as active."
OP08,OP08-040,Atmos,character,unimplemented,0,1,,yes,"[On Play] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: If your Leader's type includes ""Whitebeard Pirates"", return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand."
OP08,OP08-041,Aphelandra,character,unimplemented,0,1,,yes,"[Activate: Main] You may return this Character to the owner's hand: If your Leader has the {Kuja Pirates} type, place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck."
OP08,OP08-042,Edward Weevil,character,unimplemented,0,1,,yes,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 3 or less to the owner's hand.
OP08,OP08-043,Edward.Newgate,character,unimplemented,0,1,,yes,"[On Play] If your Leader's type includes ""Whitebeard Pirates"" and you have 2 or less Life cards, select all of your opponent's Characters on their field. Until the end of your opponent's next turn, none of the selected Characters can attack unless your opponent trashes 2 cards from their hand whenever they attack."
OP08,OP08-044,Kingdew,character,unimplemented,0,1,,,"[Activate: Main] [Once Per Turn] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: This Character gains +2000 power during this turn."
OP08,OP08-045,Thatch,character,unimplemented,0,1,,yes,"If this Character would be removed from the field by your opponent's effect or K.O.'d, trash this Character and draw 1 card instead."
OP08,OP08-046,Shakuyaku,character,unimplemented,0,1,,yes,"[Your Turn] [Once Per Turn] When a Character is removed from the field by your effect, if your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck. Then, rest this Character."
OP08,OP08-047,Jozu,character,unimplemented,0,1,,yes,[On Play] You may return 1 of your Characters other than this Character to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand.
OP08,OP08-048,Sweetpea,character,unimplemented,0,1,,yes,Amazon Lily
OP08,OP08-049,Speed Jil,character,unimplemented,0,1,,yes,"[On Play] Reveal 1 card from the top of your deck and place it at the top or bottom of your deck. If the revealed card's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP08,OP08-050,Namule,character,complete,1,1,onPlay,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Draw 2 cards and place 2 cards from your hand at the top or bottom of your deck in any order."
OP08,OP08-051,Buckin,character,complete,1,1,onPlay,,[Your Turn] [On Play] Up to 1 of your [Edward Weevil] cards gains +2000 power during this turn.
OP08,OP08-052,Portgas.D.Ace,character,unimplemented,0,1,,yes,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a type including ""Whitebeard Pirates"" and a cost of 4 or less. Then, place the rest at the top or bottom of your deck."
OP08,OP08-053,Thank You...for Loving Me!!,event,partial,1,2,trigger,yes,"[Main] If your Leader's type includes ""Whitebeard Pirates"", look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" or [Monkey.D.Luffy] and add it to your hand. Then, place the rest at the top or bottom of your deck in any order. [Trigger] Draw 1 card."
OP08,OP08-054,You Can't Take Our King This Early in the Game.,event,unimplemented,0,1,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, reveal 1 card from the top of your deck and play up to 1 Character card with a type including ""Whitebeard Pirates"" and a cost of 3 or less. Then, place the rest at the top or bottom of your deck."
OP08,OP08-055,Phoenix Brand,event,unimplemented,0,1,,yes,"[Main] You may reveal 2 cards with a type including ""Whitebeard Pirates"" from your hand: Place up to 1 Character with a cost of 6 or less at the bottom of the owner's deck."
OP08,OP08-056,Moby Dick,stage,unimplemented,0,2,,yes,"[Your Turn] [Once Per Turn] When your Character with a type including ""Whitebeard Pirates"" is removed from the field by an effect, draw 1 card. Then, place 1 card from your hand at the top or bottom of your deck. [Trigger] Play this card."
OP08,OP08-057,King,leader,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Choose one:• If you have 5 or less cards in your hand, draw 1 card.• Give up to 1 of your opponent's Characters −2 cost during this turn."
OP08,OP08-058,Charlotte Pudding,leader,unimplemented,0,1,,yes,[When Attacking] You may turn 2 cards from the top of your Life cards face-up: Add up to 1 DON!! card from your DON!! deck and rest it.
OP08,OP08-059,Alber,character,unimplemented,0,1,,yes,"[Activate: Main] You may trash this Character: If your Leader has the {Animal Kingdom Pirates} type and you have 10 DON!! cards on your field, play up to 1 [King] with a cost of 7 or less from your hand."
OP08,OP08-060,King,character,keyword,0,0,,yes,"[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 5 or more DON!! cards on their field, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP08,OP08-061,Charlotte Oven,character,complete,1,1,whenAttacking,yes,[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
OP08,OP08-062,Charlotte Katakuri,character,unimplemented,0,1,,yes,"[Activate: Main] You may trash this Character: If your Leader has the {Big Mom Pirates} type, play up to 1 [Charlotte Katakuri] from your hand with a cost of 3 or more that is equal to or less than the number of DON!! cards on your opponent's field."
OP08,OP08-063,Charlotte Katakuri,character,unimplemented,0,1,,yes,[On Play] You may turn 1 card from the top of your Life cards face-down: Add up to 1 DON!! card from your DON!! deck and set it as active.
OP08,OP08-064,Charlotte Cracker,character,complete,1,1,activateMain,yes,[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Biscuit Warrior] from your hand.
OP08,OP08-065,Charlotte Smoothie,character,unimplemented,0,1,,yes,Big Mom Pirates
OP08,OP08-066,Charlotte Brulee,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it."
OP08,OP08-067,Charlotte Pudding,character,unimplemented,0,1,,yes,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and rest it."
OP08,OP08-068,Charlotte Perospero,character,unimplemented,0,2,,yes,[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it. [Trigger] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play this card.
OP08,OP08-069,Charlotte Linlin,character,unimplemented,0,1,,yes,"[On Play] DON!! −1, You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, add up to 1 of your opponent's Characters with a cost of 6 or less to the top or bottom of your opponent's Life cards face-up."
OP08,OP08-070,Baron Tamago,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Viscount Hiyoko] with a cost of 5 or less from your hand."
OP08,OP08-071,Count Niwatori,character,unimplemented,0,1,,yes,"[Opponent's Turn] [On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Baron Tamago] with a cost of 4 or less from your deck. Then, shuffle your deck."
OP08,OP08-072,Biscuit Warrior,character,unimplemented,0,1,,yes,"Under the rules of this game, you may have any number of this card in your deck.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP08,OP08-073,Viscount Hiyoko,character,unimplemented,0,1,,yes,"[Opponent's Turn] [On K.O.] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Play up to 1 [Count Niwatori] with a cost of 6 or less from your deck. Then, shuffle your deck."
OP08,OP08-074,Black Maria,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] If you have no other [Black Maria] Characters, add up to 5 DON!! cards from your DON!! deck and rest them. Then, at the end of this turn, return DON!! cards from your field to your DON!! deck until you have the same number of DON!! cards on your field as your opponent."
OP08,OP08-075,Candy Maiden,event,partial,1,2,trigger,yes,"[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, turn all of your Life cards face-down. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
OP08,OP08-076,It's to Die For...,event,partial,1,2,trigger,yes,"[Main] Add up to 1 DON!! card from your DON!! deck and set it as active. Then, if your opponent has a Character with 6000 power or more, add up to 1 DON!! card from your DON!! deck and set it as active. [Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active."
OP08,OP08-077,Conquest of the Sea,event,unimplemented,0,1,,yes,"[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your Leader has the {Animal Kingdom Pirates} or {Big Mom Pirates} type, K.O. up to 2 of your opponent's Characters with a cost of 6 or less."
OP08,OP08-078,Ulti,character,unimplemented,0,1,,yes,Animal Kingdom Pirates
OP08,OP08-079,Kaido,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If this Character was played on this turn, trash up to 1 of your opponent's Characters with a cost of 7 or less. Then, your opponent trashes 1 card from their hand."
OP08,OP08-080,Queen,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Animal Kingdom Pirates} type card other than [Queen] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-081,Guernica,character,unimplemented,0,1,,yes,"[When Attacking] You may place 3 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 0."
OP08,OP08-082,Sasaki,character,unimplemented,0,1,,yes,[Activate: Main] Rest 1 of your DON!! cards and you may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.
OP08,OP08-083,Sheepshead,character,unimplemented,0,1,,,[DON!! x1] [Your Turn] Give all of your opponent's Characters −1 cost.
OP08,OP08-084,Jack,character,partial,1,2,activateMain,yes,"This Character gains +4 cost.[Activate: Main] You may rest this Character: Draw 1 card and trash 1 card from your hand. Then, K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP08,OP08-085,Jinbe,character,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less."
OP08,OP08-086,Ginrummy,character,unimplemented,0,1,,yes,"[On Play] If your opponent has a Character with a cost of 0, draw 2 cards and trash 2 cards from your hand."
OP08,OP08-087,Scratchmen Apoo,character,unimplemented,0,1,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1 cost during this turn."
OP08,OP08-088,Duval,character,unimplemented,0,1,,,[On Play] Up to 1 of your Characters gains +1 cost until the end of your opponent's next turn.
OP08,OP08-089,Basil Hawkins,character,unimplemented,0,1,,yes,Animal Kingdom Pirates/Hawkins Pirates
OP08,OP08-090,Hamlet,character,unimplemented,0,1,,yes,[On Play] Play up to 1 {SMILE} type Character card with a cost of 2 or less from your trash.
OP08,OP08-091,Who's.Who,character,partial,1,2,trigger,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.
OP08,OP08-092,Page One,character,unimplemented,0,1,,yes,[On Play] Play up to 1 [Ulti] with a cost of 4 or less from your trash.
OP08,OP08-093,X.Drake,character,unimplemented,0,1,,yes,Navy/Drake Pirates/Animal Kingdom Pirates
OP08,OP08-094,Imperial Flame,event,unimplemented,0,4,,yes,[Main]/[Counter] You may place 3 cards from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Activate this card's [Main] effect.
OP08,OP08-095,Iron Body Fang Flash,event,partial,1,2,trigger,yes,"[Main] If you have 10 or more cards in your trash, up to 1 of your Characters gains +2000 power until the end of your opponent's next turn. [Trigger] Up to 1 of your Leader or Character cards gains +2000 power during this turn."
OP08,OP08-096,People's Dreams Don't Ever End!!,event,unimplemented,0,2,,yes,"[Counter] Trash 1 card from the top of your deck. If the trashed card has a cost of 6 or more, up to 1 of your Leader or Character cards gains +5000 power during this battle. [Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash."
OP08,OP08-097,Heliceratops,event,partial,1,2,trigger,yes,"[Main] If your Leader has the {Animal Kingdom Pirates} type, give up to 1 of your opponent's Characters −2 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP08,OP08-098,Kalgara,leader,unimplemented,0,1,,yes,"[DON!! x1] [When Attacking] Play up to 1 {Shandian Warrior} type Character card from your hand with a cost equal to or less than the number of DON!! cards on your field. If you do, add 1 card from the top of your Life cards to your hand."
OP08,OP08-099,Kalgara,character,unimplemented,0,1,,yes,Jaya/Sky Island/Shandian Warrior
OP08,OP08-100,South Bird,character,unimplemented,0,1,,yes,"[On Play] Look at 7 cards from the top of your deck and play up to 1 [Upper Yard]. Then, place the rest at the bottom of your deck in any order."
OP08,OP08-101,Charlotte Angel,character,unimplemented,0,1,,yes,"[Activate: Main] [Once Per Turn] You may trash 1 card from the top of your Life cards: If your Leader has the {Big Mom Pirates} type, add 1 card from the top of your deck to the top of your Life cards at the end of this turn."
OP08,OP08-102,Charlotte Opera,character,unimplemented,0,1,,yes,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost equal to or less than your number of Life cards.
OP08,OP08-103,Charlotte Custard,character,unimplemented,0,1,,,[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: Up to 1 of your Characters gains +1000 power until the end of your opponent's next turn.
OP08,OP08-104,Charlotte Poire,character,unimplemented,0,1,,yes,"[Trigger] You may trash 1 card from your hand: Play this card. Then, draw 1 card."
OP08,OP08-105,Jewelry Bonney,character,partial,1,2,trigger,yes,"[DON!! x1] [Your Turn] [Once Per Turn] When a card is removed from your opponent's Life cards, draw 2 cards and trash 1 card from your hand. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP08,OP08-106,Nami,character,unimplemented,0,4,,yes,"[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. Then, if you have 3 or less cards in your hand, draw 1 card. [Trigger] Activate this card's [On Play] effect."
OP08,OP08-107,Nitro,character,complete,1,1,activateMain,yes,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Pudding] cards gains +2000 power during this turn.
OP08,OP08-108,Mont Blanc Cricket,character,unimplemented,0,1,,yes,Jaya/Monkey Mountain Alliance
OP08,OP08-109,Mont Blanc Noland,character,unimplemented,0,1,,yes,"[On Play] If your Leader has the {Shandian Warrior} type and you have a [Kalgara] Character, add up to 1 card from the top of your deck to the top of your Life cards."
OP08,OP08-110,Wyper,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Upper Yard] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Upper Yard] from your hand."
OP08,OP08-111,S-Shark,character,unimplemented,0,2,,yes,"[DON!! x1] [When Attacking] Your opponent cannot activate [Blocker] during this battle. [Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card."
OP08,OP08-112,S-Snake,character,unimplemented,0,3,,yes,[On Play] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next turn. [Trigger] Activate this card's [On Play] effect.
OP08,OP08-113,S-Bear,character,unimplemented,0,1,,yes,"[Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card and K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP08,OP08-114,S-Hawk,character,unimplemented,0,2,,yes,"[DON!! x1] If you have less Life cards than your opponent, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +2000 power. [Trigger] You may trash 1 card from your hand: If you have 2 or less Life cards, play this card."
OP08,OP08-115,The Earth Will Not Lose!,event,complete,2,2,counter|trigger,yes,"[Counter] If your Leader has the {Shandian Warrior} type, up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, play up to 1 [Upper Yard] from your hand. [Trigger] Draw 2 cards and trash 1 card from your hand."
OP08,OP08-116,Burn Bazooka,event,unimplemented,0,1,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, you may add 1 card from the top or bottom of your Life cards to your hand. If you do, add up to 1 {Shandian Warrior} type card from your hand to the top of your Life cards face-up."
OP08,OP08-117,Burn Blade,event,unimplemented,0,2,,yes,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 7 or less. [Trigger] You may add 1 card from the top of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.
OP08,OP08-118,Silvers Rayleigh,character,unimplemented,0,1,,yes,"[On Play] Select up to 2 of your opponent's Characters, and give 1 Character −3000 power and the other −2000 power until the end of your opponent's next turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less."
OP08,OP08-119,Kaido & Linlin,character,unimplemented,0,1,,yes,"[When Attacking] DON!! −10: K.O. all Characters other than this Character. Then, add up to 1 card from the top of your deck to the top of your Life cards and trash up to 1 card from the top of your opponent's Life cards."
OP09,OP09-001,Shanks,leader,unimplemented,0,1,,yes,[Once Per Turn] This effect can be activated when your opponent attacks. Give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.
OP09,OP09-002,Uta,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Red-Haired Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP09,OP09-003,Shachi & Penguin,character,complete,1,1,whenAttacking,,[When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.
OP09,OP09-004,Shanks,character,unimplemented,0,1,,,Give all of your opponent's Characters −1000 power.[Rush] (This card can attack on the turn in which it is played.)
OP09,OP09-005,Silvers Rayleigh,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your opponent has 2 or more Characters with a base power of 5000 or more, draw 2 cards and trash 1 card from your hand."
OP09,OP09-006,Howling Gab,character,unimplemented,0,1,,yes,Red-Haired Pirates
OP09,OP09-007,Heat,character,complete,1,1,onPlay,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Up to 1 of your Leader with 4000 power or less gains +1000 power during this turn."
OP09,OP09-008,Building Snake,character,unimplemented,0,1,,,[Activate: Main] You may place this Character at the bottom of the owner's deck: Give up to 1 of your opponent's Characters −3000 power during this turn.
OP09,OP09-009,Benn.Beckman,character,unimplemented,0,1,,yes,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.
OP09,OP09-010,Bonk Punch,character,complete,2,2,onPlay|whenAttacking,yes,[On Play] Play up to 1 [Monster] from your hand.[DON!! x1] [When Attacking] This Character gains +2000 power during this turn.
