set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
OP11,OP11-082,Aramaki,character,activateMain,trash,yes,yes,yes,"[Activate: Main] You may trash this Character: If your Leader has the {Navy} type, up to 1 of your {Navy} type Characters can also attack active Characters during this turn. Then, trash 2 cards from the top of your deck."
OP11,OP11-083,Caribou,character,onPlay,trash,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Trash 2 cards from your hand."
OP11,OP11-084,Kuzan,character,onPlay|whenAttacking,trash,,,yes,[On Play] Trash 3 cards from the top of your deck.[When Attacking] Up to 1 of your {Navy} type Leader or Character cards can also attack active Characters during this turn.
OP11,OP11-085,Kurozumi Orochi,character,onPlay,trash,,,yes,[On Play] Add up to 1 {SMILE} type card with a cost of 5 or less from your trash to your hand.
OP11,OP11-086,Coribou,character,onPlay|activateMain,trash+playCard,yes,,yes,[On Play] Trash 1 card from your hand.[Activate: Main] You may trash this Character: Play up to 1 [Caribou] with a cost of 4 or less from your trash.
OP11,OP11-088,Shu,character,custom,grantKeyword+modifyPower,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] This effect can be activated when your opponent's Character attacks. If that Character has the <Slash> attribute, this Character gains +5000 power during this battle."
OP11,OP11-091,Berry Good,character,onPlay,trash,,,yes,[On Play] Your opponent places 3 Events from their trash at the bottom of their deck in any order.
OP11,OP11-092,Helmeppo,character,onPlay,draw+trash+playCard,yes,,yes,"[On Play] You may trash 1 card from your hand: Draw 1 card and play up to 1 {SWORD} type Character card with a cost of 8 or less other than [Helmeppo] from your trash. Then, place the 1 Character played by this effect at the bottom of the owner's deck at the end of this turn."
OP11,OP11-095,Monkey.D.Garp,character,onPlay,trash+giveDon+ko,yes,yes,yes,"[On Play] You may place 3 {Navy} type cards from your trash at the bottom of your deck in any order: Give up to 1 rested DON!! card to 1 of your Leader. Then, if there is a Character with a cost of 9 or more, K.O. up to 1 of your opponent's Characters with a cost of 7 or less."
OP11,OP11-097,After All These Years I'm Losing My Edge!!!,event,counter,modifyPower+trash,,yes,yes,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, if you have 10 or more cards in your trash, add up to 1 black Character card with a cost of 3 or less from your trash to your hand."
OP11,OP11-098,Blue Hole,event,activateMain|custom,ko+trash+modifyPower,yes,,yes,[Main] You may trash 3 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.
OP11,OP11-099,I'm Gonna Be a Navy Officer!!!,event,activateMain|custom,lookTopDeck+trash,,,yes,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [I'm Gonna Be a Navy Officer!!!] and add it to your hand. Then, trash the rest. [Trigger] Activate this card's [Main] effect."
OP11,OP11-100,Otohime,character,onPlay,draw,yes,yes,yes,"[On Play] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Draw 1 card."
OP11,OP11-101,"Capone""Gang""Bege",character,custom,grantKeyword,,,yes,"[Blocker][Once Per Turn] If your {Supernovas} type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead."
OP11,OP11-102,Camie,character,custom,trash+lifeChange,,yes,yes,"[Your Turn] [Once Per Turn] This effect can be activated when your opponent activates an Event or [Trigger]. If your opponent has 2 or more Life cards, trash 1 card from the top of each of your and your opponent's Life cards."
OP11,OP11-103,Long-Jaw Neptunian,character,activateMain,ko+rest,yes,yes,yes,"[Activate: Main] If your Leader is [Shirahoshi], you may rest this Character and turn 1 card from the top of your Life cards face-down: K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP11,OP11-104,Shirley,character,onPlay,grantKeyword+lookTopDeck,yes,,yes,"[Blocker][On Play] You may turn 1 card from the top of your Life cards face-down: Look at 3 cards from the top of your deck; reveal up to 1 {Fish-Man Island} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order."
OP11,OP11-106,Zeus,character,onPlay,ko,yes,,yes,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.
OP11,OP11-107,Topknot Neptunian,character,activateMain,grantKeyword,,,yes,"[Blocker][Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Set this Character as active at the end of this turn."
OP11,OP11-108,Neptune,character,onPlay,draw+trash,yes,yes,yes,"[On Play] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Draw 2 cards and trash 1 card from your hand."
OP11,OP11-109,Pappag,character,onPlay,draw+trash,,yes,yes,"[On Play] If you have [Camie], draw 2 cards and trash 2 cards from your hand."
OP11,OP11-110,Fukaboshi,character,custom|onPlay,rest+ko,yes,yes,yes,"If this Character would be K.O.'d, you may rest 1 of your [Fish-Man Island] or your [Shirahoshi] Leader instead.[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less."
OP11,OP11-112,Megalo,character,custom,grantKeyword+modifyPower,,yes,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] If your Leader is [Shirahoshi], this Character gains +4000 power."
OP11,OP11-114,Gum-Gum Fire-Fist Pistol Red Hawk,event,activateMain|counter,ko+rest+modifyPower,yes,yes,yes,"[Main] You may rest 3 of your DON!! cards: If you and your opponent have a total of 5 or more Life cards, K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.[Counter] Up to 1 of your Leader gains +3000 power during this battle."
OP11,OP11-115,You're Just Not My Type!,event,counter|custom,modifyPower+ko,,yes,yes,"[Counter] If your Leader is [Shirahoshi], up to 1 of your Leader or Character cards gains +4000 power during this battle. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 2 or less."
OP11,OP11-116,Merman Combat Ultramarine,event,activateMain|custom,(none),,,yes,[Main] Add up to 1 Character with a cost of 6 or less to the top or bottom of the owner's Life cards face-up. [Trigger] Add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up.
OP11,OP11-117,Fish-Man Island,stage,activateMain,modifyPower,yes,yes,yes,"[Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-up: Up to 1 of your {Neptunian}, {Fish-Man}, or {Merfolk} type Characters gains +1000 power during this turn."
OP11,OP11-118,Monkey.D.Luffy,character,whenAttacking,grantKeyword+trash+returnToHand+giveDon,yes,,yes,"[Rush][When Attacking] You may trash 1 card from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP11,OP11-119,Koby,character,onPlay|whenAttacking,modifyPower+trash,yes,,yes,[On Play] Up to 1 of your Characters can also attack active Characters during this turn.[When Attacking] You may place 2 cards from your trash at the bottom of your deck in any order: Up to 1 of your Leader or Character cards gains +1000 power until the end of your opponent's next turn.
OP12,OP12-001,Silvers Rayleigh,leader,custom|activateMain,modifyPower,yes,,yes,"Under the rules of this game, you cannot include cards with a cost of 5 or more in your deck.[Activate: Main] [Once Per Turn] You may reveal 2 Events from your hand: Up to 1 of your Characters with 4000 base power or less gains +2000 power during this turn."
OP12,OP12-003,Crocus,character,onKO,playCard,yes,,yes,[On K.O.] You may reveal 2 Events from your hand: Play up to 1 red Character card with 3000 power or less from your hand.
OP12,OP12-004,Kouzuki Oden,character,activateMain,modifyPower,yes,,,[Activate: Main] [Once Per Turn] You may reveal 2 Events from your hand: This Character gains +2000 power during this turn.
OP12,OP12-006,Shakuyaku,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Monkey.D.Luffy] or 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-008,Shanks,character,onOpponentsAttack,grantKeyword+modifyPower+trash,yes,,yes,[Blocker][On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.
OP12,OP12-009,Jinbe,character,onPlay,grantKeyword+modifyPower,yes,,,"[On Play] You may reveal 2 Events from your hand: This Character gains [Rush] during this turn. Then, this Character gains +1000 power until the end of your opponent's next End Phase."
OP12,OP12-013,Hatchan,character,activateMain,rest+giveDon,yes,,yes,[Activate: Main] You may rest this Character and reveal 2 Events from your hand: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.
OP12,OP12-014,Boa Hancock,character,onPlay|activateMain,lookTopDeck+trash+giveDon,yes,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Monkey.D.Luffy] or red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] You may trash this Character: Give up to 2 rested DON!! cards to your Leader or 1 of your Characters."
OP12,OP12-015,Monkey.D.Luffy,character,custom|onPlay,modifyPower+playCard+giveDon,yes,yes,yes,"If you have a total of 2 or more given DON!! cards, this Character gains +2000 power.[On Play] You may reveal 2 Events from your hand: Play up to 1 red Character card with 3000 power or less from your hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP12,OP12-016,To Never Doubt--That Is Power!,event,activateMain|counter,modifyPower,,,yes,[Main] You may give 2 active DON!! cards to 1 of your [Silvers Rayleigh]: Your opponent cannot activate [Blocker] when the card given these DON!! cards attacks during this turn.[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.
OP12,OP12-017,Color of Observation Haki,event,activateMain,lookTopDeck,yes,,yes,"[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Look at 4 cards from the top of your deck; reveal up to 1 red Event or up to 1 Character card with a cost of 3 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-018,Color of the Supreme King Haki,event,counter,modifyPower+rest,yes,yes,yes,"[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle. Then, you may rest 1 of your DON!! cards. If you do, give your opponent's Leader and all of their Characters −1000 power during this turn."
OP12,OP12-019,Color of Arms Haki,event,activateMain|counter,modifyPower,yes,,,[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Up to 1 of your Leader or Character cards gains +1000 power during this turn.[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.
OP12,OP12-020,Roronoa Zoro,leader,activateMain,(none),,,yes,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn."
OP12,OP12-021,Ipponmatsu,character,custom,(none),,,yes,"If your Leader has the <Slash> attribute and you have 6 or more rested DON!! cards, this Character cannot be rested by your opponent's effects.[Blocker]"
OP12,OP12-022,Inuarashi,character,activateMain,rest,yes,,yes,[Activate: Main] You may rest this Character: Up to 1 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.
OP12,OP12-024,Gyukimaru,character,custom|whenAttacking,rest,,yes,yes,"If this Character is active, this Character cannot be K.O.'d by your opponent's effects.[When Attacking] If you have a total of 3 or more given DON!! cards, rest up to 1 of your opponent's Characters with a base cost of 6 or less."
OP12,OP12-026,Kuina,character,activateMain,rest+giveDon,yes,,yes,"[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a base cost of 4 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader."
OP12,OP12-027,Koushirou,character,custom,rest,yes,yes,yes,"If your <Slash> attribute Character with a cost of 5 or less other than this Character would be K.O.'d by your opponent's effect, you may rest this Character instead.[Blocker]"
OP12,OP12-028,Kouzuki Hiyori,character,activateMain,rest+lookTopDeck,yes,yes,yes,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Roronoa Zoro], look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-029,Shimotsuki Kouzaburou,character,onPlay,rest+ko,,,yes,"[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less. Then, K.O. up to 1 of your opponent's rested Characters with a base cost of 1 or less."
OP12,OP12-030,Dracule Mihawk,character,onPlay,grantKeyword,,,yes,"[Blocker][On Play] Set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 7 or more during this turn."
OP12,OP12-031,Tashigi,character,onPlay,rest+giveDon,,,yes,"[On Play] Rest up to 1 of your opponent's Characters with a base cost of 6 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader."
OP12,OP12-033,Helmeppo,character,onBlock,rest,,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] Rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP12,OP12-034,Perona,character,onPlay,lookTopDeck,,yes,yes,"[On Play] If your Leader has the <Slash> attribute, look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-036,Roronoa Zoro,character,custom,modifyPower,,yes,yes,"This card in your hand cannot be played by effects.If your Leader has the <Slash> attribute, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +1000 power."
OP12,OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,event,activateMain|counter,rest+modifyPower,yes,,yes,[Main] You may rest 3 of your DON!! cards: Rest up to a total of 2 of your opponent's Characters or DON!! cards.[Counter] Your Leader gains +3000 power during this battle.
OP12,OP12-038,Two-Sword Style Rashomon,event,activateMain|counter,ko+rest+modifyPower,yes,,yes,[Main] You may rest 2 of your DON!! cards: K.O. up to 2 of your opponent's rested Characters with a base cost of 4 or less.[Counter] Your Leader gains +3000 power during this battle.
OP12,OP12-039,Luffy Is the Man Who Will Become the King of Pirates!!!,event,activateMain|custom,modifyPower,,,yes,[Main] Set your [Roronoa Zoro] Leader as active. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.
OP12,OP12-040,Kuzan,leader,custom,(none),,,yes,"When a card is trashed from your hand by your {Navy} type card's effect, draw cards equal to the number of cards trashed."
OP12,OP12-041,Sanji,leader,activateMain|whenAttacking,rest+donFromDeck,,yes,yes,"[Activate: Main] [Once Per Turn] DON!! −1: Activate up to 1 {Straw Hat Crew} type Event with a base cost of 3 or less from your hand.[When Attacking] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it."
OP12,OP12-042,Alvida,character,custom|onPlay,modifyCost,,yes,yes,"If you have 2 or more Characters with a base cost of 5 or more, this Character gains +1 cost.[On Play] Place up to 1 of your opponent's Characters with a base cost of 1 or less at the bottom of the owner's deck."
OP12,OP12-043,Kuzan,character,custom|onPlay,modifyCost+trash,yes,yes,yes,"If you have 5 or more cards in your hand, this Character gains +1 cost.[On Play] You may trash 1 card from your hand: Up to 1 of your opponent's Characters cannot attack until the end of your opponent's next End Phase."
OP12,OP12-044,Sakazuki,character,onPlay|activateMain,draw+trash+giveDon,yes,yes,yes,"[On Play] If your Leader has the {Navy} type, draw 2 cards.[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP12,OP12-046,Zephyr(Navy),character,onPlay|activateMain,trash+returnToHand,yes,,yes,[On Play] Trash 2 cards from your hand.[Activate: Main] You may trash this Character: Return up to 1 Character with a cost of 5 or less to the owner's hand.
OP12,OP12-047,Sengoku,character,onPlay,trash+lookTopDeck,yes,,yes,"[On Play] You may trash 1 card from your hand: Look at 5 cards from the top of your deck; reveal up to 2 {Navy} type cards other than [Sengoku] and add them to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-048,Donquixote Rosinante,character,custom,rest+trash,yes,yes,yes,"[Opponent's Turn] If your blue {Navy} type Character would be removed from the field by your opponent's effect, you may rest this Character and trash 1 card from your hand instead."
OP12,OP12-051,Hina,character,activateMain,rest+trash,yes,,yes,[Activate: Main] You may rest this Character and trash 1 card from your hand: Up to 1 of your opponent's Characters with a base cost of 4 or less cannot activate [Blocker] during this turn.
OP12,OP12-053,Borsalino,character,custom,modifyPower+grantKeyword+trash,yes,yes,yes,"[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead.[Opponent's Turn] If your Leader has the {Navy} type, this Character gains [Blocker] and +1000 power."
OP12,OP12-054,Marshall.D.Teach,character,onPlay,returnToHand,,yes,yes,"[On Play] If your Leader has the {The Seven Warlords of the Sea} type, return up to 1 Character with a cost of 1 or less other than this Character to the owner's hand."
OP12,OP12-056,Monkey.D.Garp,character,onPlay,trash+playCard,yes,,yes,[On Play] You may trash 1 card from your hand: Play up to 1 blue {Navy} type Character card with 8000 power or less other than [Monkey.D.Garp] from your hand.
OP12,OP12-057,Ice Block Pheasant Peck,event,counter|custom,modifyPower+trash+draw,yes,,yes,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, trash 1 card from your hand. [Trigger] You may trash 1 card from your hand: Draw 1 card."
OP12,OP12-058,I Will Make Whitebeard the King of the Pirates,event,activateMain|custom,grantKeyword+draw,,yes,yes,"[Main] If your Leader's type includes ""Whitebeard Pirates"", reveal 1 card from the top of your deck. If that card is a Character card with a type including ""Whitebeard Pirates"" and a cost of 9 or less, you may play that card. If you do, that Character gains [Rush] during this turn. [Trigger] Draw 1 card."
OP12,OP12-059,Concasser,event,activateMain|counter,draw+modifyPower+trash,,yes,yes,"[Main] If your Leader is [Sanji], draw 1 card.[Counter] If you have 4 or more Events in your trash, up to 1 of your Leader gains +4000 power during this battle."
OP12,OP12-060,Boeuf Burst,event,activateMain,draw+returnToHand,,yes,yes,"[Main] If your Leader is multicolored, choose one:• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.• If you have 6 or less cards in your hand, draw 2 cards."
OP12,OP12-061,Donquixote Rosinante,leader,custom|activateMain,(none),,,yes,"[Once Per Turn] If your [Trafalgar Law] would be K.O.'d, you may add 1 card from the top of your Life cards to your hand instead.[Activate: Main] [Once Per Turn] DON!! −1: The next time you play [Trafalgar Law] with a cost of 4 or more from your hand during this turn, the cost will be reduced by 2."
OP12,OP12-062,Vinsmoke Sora,character,onPlay,rest+donFromDeck+draw,,yes,yes,"[On Play] If your Leader is [Sanji] and the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it. Then, draw 1 card."
OP12,OP12-063,Vinsmoke Reiju,character,custom,modifyPower+modifyCost+trash,,yes,yes,"If you have 4 or more Events in your trash, this Character gains +2000 power and +5 cost.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP12,OP12-065,Emporio.Ivankov,character,custom|onKO,grantKeyword+trash,,yes,yes,"If you have 4 or more Events in your trash, this Character gains [Blocker].[On K.O.] Add up to 1 Event from your trash to your hand."
OP12,OP12-066,Carne,character,custom,grantKeyword+trash,,yes,yes,"If you have 4 or more Events in your trash, this Character gains [Blocker].(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP12,OP12-069,Crocodile,character,onOpponentsAttack,modifyPower,,yes,yes,"[On Your Opponent's Attack] [Once Per Turn] DON!! −1: If your Leader's type includes ""Baroque Works"", up to 1 of your Leader or Character cards gains +2000 power during this battle."
OP12,OP12-070,Sanji,character,custom,modifyPower+trash,yes,yes,yes,"This Character gains +1000 power for every 5 Events in your trash.If this Character would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead."
OP12,OP12-071,Charlotte Pudding,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-073,Trafalgar Law,character,onPlay,donFromDeck+modifyPower,,yes,yes,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active. Then, all of your [Donquixote Rosinante] and {Heart Pirates} type Characters gain +1000 power until the end of your opponent's next End Phase."
OP12,OP12-074,Patty,character,onPlay,trash+donFromDeck,yes,yes,yes,"[On Play] You may trash 1 Event from your hand: If your Leader is [Sanji], add up to 1 DON!! card from your DON!! deck and set it as active."
OP12,OP12-075,Ms. All Sunday,character,onPlay|custom,ko+playCard,,,yes,"[On Play] K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, your opponent may add 1 DON!! card from their DON!! deck and set it as active. [Trigger] DON!! −1: Play this card."
OP12,OP12-077,"The ""Extinguishes All Sound Created by Your Influence"" Technique",event,activateMain|custom,modifyPower+draw,,,yes,"[Main] Select up to 1 of your [Trafalgar Law] cards and that card gains +2000 power during this turn. Then, if the selected card attacks during this turn, your opponent cannot activate [Blocker]. [Trigger] Draw 1 card."
OP12,OP12-078,Brochette Blow,event,activateMain,draw+modifyPower,,yes,yes,"[Main] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, draw 1 card. Then, give up to 1 of your opponent's Characters −3000 power during this turn."
OP12,OP12-079,Luffy Is the Man Who Will Be King of the Pirates!!!,event,activateMain,lookTopDeck,,yes,yes,"[Main] If your Leader is [Sanji], look at 3 cards from the top of your deck and add up to 1 card to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-080,Baratie,stage,activateMain|custom,lookTopDeck+playCard,yes,yes,yes,"[Activate: Main] You may place this Stage at the bottom of the owner's deck: If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
OP12,OP12-081,Koala,leader,custom,draw,,yes,yes,"When this Leader attacks your opponent's Leader, if you have 2 or more Characters with a cost of 8 or more, draw 1 card.[Once Per Turn] This effect can be activated when your opponent plays a Character with a base cost of 8 or more, or when your opponent plays a Character using a Character's effect. Your opponent adds 1 card from the top of their Life cards to their hand."
OP12,OP12-084,Emporio.Ivankov,character,onPlay,trash,,yes,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your Leader has the {Revolutionary Army} type, trash 3 cards from the top of your deck."
OP12,OP12-085,Karasu,character,custom|whenAttacking,modifyCost,,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains +3 cost.[When Attacking] If your Leader has the {Revolutionary Army} type and your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand."
OP12,OP12-086,Koala,character,onPlay,lookTopDeck+trash,,yes,yes,"[On Play] If your Leader has the {Revolutionary Army} type, look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Koala] or up to 1 [Nico Robin] and add it to your hand. Then, trash the rest."
OP12,OP12-087,Nico Robin,character,custom|onPlay,modifyCost+grantKeyword+trash,yes,yes,yes,"If your Leader is [Koala] or [Monkey.D.Luffy], this Character gains [Blocker] and +3 cost.[On Play] You may trash 1 card from your hand: If your opponent has 5 or more cards in their hand, your opponent trashes 2 cards from their hand."
OP12,OP12-089,Hack,character,custom|onKO,modifyCost+grantKeyword+ko,,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains [Blocker] and +4 cost.[On K.O.] If your Leader has the {Revolutionary Army} type, K.O. up to 1 of your opponent's Characters with a base cost of 4 or less."
OP12,OP12-090,Belo Betty,character,whenAttacking,modifyCost+trash,yes,,yes,[When Attacking] You may trash 2 cards from the top of your deck: Give up to 1 of your opponent's Characters −2 cost during this turn.
OP12,OP12-091,Poker,character,activateMain,modifyPower+trash,yes,,yes,[Activate: Main] [Once Per Turn] You may place 3 cards from your trash at the bottom of your deck in any order: Up to 2 of your {SMILE} type Characters gain +2000 power during this turn.
OP12,OP12-093,Morley,character,custom,modifyCost,,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost."
OP12,OP12-094,Monkey.D.Dragon,character,onPlay,trash+playCard,yes,yes,yes,"[On Play] You may place 3 {Revolutionary Army} type cards from your trash at the bottom of your deck in any order: If your Leader has the {Revolutionary Army} type, play up to 1 Character card with a cost of 6 or less from your trash."
OP12,OP12-095,Lindbergh,character,custom|onPlay,modifyCost+draw+trash,,yes,yes,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost.[On Play] Draw 1 card and trash 1 card from your hand."
OP12,OP12-096,Ursa Shock,event,activateMain|custom,ko+draw+trash,,,yes,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. If you have a Character with a cost of 8 or more, you may select your opponent's Character with a cost of 6 or less instead. [Trigger] Draw 1 card and trash 1 card from the top of your deck."
OP12,OP12-097,Captains Assembled,event,activateMain|custom,lookTopDeck+trash,,,yes,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Captains Assembled] and add it to your hand. Then, trash the rest. [Trigger] Activate this card's [Main] effect."
OP12,OP12-098,Hair Removal Fist,event,counter|custom,modifyPower+draw+trash,,yes,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have a {Revolutionary Army} type Character with a cost of 8 or more, that card gains an additional +2000 power during this battle. [Trigger] Draw 1 card and trash 1 card from the top of your deck."
OP12,OP12-099,Kalgara,character,custom,draw,,,yes,"[Your Turn] When a card is removed from your or your opponent's Life cards, draw 1 card. Then, you cannot draw cards using your own effects during this turn."
OP12,OP12-100,Sabo,character,custom|onPlay,modifyCost+grantKeyword+draw+trash,yes,yes,yes,"If you have 3 or less Life cards, this Character gains [Blocker] and +3 cost.[On Play] You may add 1 card from the top of your Life cards to your hand: Draw 2 cards and trash 1 card from your hand."
OP12,OP12-101,Jewelry Bonney,character,activateMain|custom,modifyPower+rest+playCard,yes,yes,yes,"[Activate: Main] You may rest this Character: Your {Supernovas} type Leader gains +1000 power until the end of your opponent's next turn. [Trigger] If your Leader has the {Supernovas} type, play this card."
OP12,OP12-102,Shirahoshi,character,custom,modifyPower,yes,yes,yes,"If your Character with a base cost of 6 or less would be removed from the field by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead.[Opponent's Turn] If you have no other [Shirahoshi] with a base cost of 2, all of your {Neptunian} type Characters gain +2000 power."
OP12,OP12-105,Trafalgar Lammy,character,onPlay,modifyPower,,,,[Your Turn] [On Play] Up to 1 of your [Trafalgar Law] cards gains +2000 power during this turn.
OP12,OP12-107,Donquixote Doflamingo,character,custom|onKO,grantKeyword+lifeChange,,yes,yes,"If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards."
OP12,OP12-108,Donquixote Rosinante,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Trafalgar Law] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-109,Pacifista,character,custom,ko,,,yes,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.
OP12,OP12-112,Baby 5,character,custom,draw,,yes,yes,"[Trigger] If your Leader is multicolored, draw 2 cards."
OP12,OP12-113,Roronoa Zoro,character,onKO|custom,playCard+ko,,yes,yes,"[On K.O.] If your Leader has the {Supernovas} type, play up to 1 {Supernovas} type Character card with a cost of 4 or less from your hand rested. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand."
OP12,OP12-115,I Love You!!,event,counter,modifyPower+trash,,yes,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 [Trafalgar Law] from your trash to your hand."
